0_RfR 0,0_RfR 1,1_RfR 0,1_RfR 1,2_RfR 0,2_RfR 1,3_RfR 0,3_RfR 1,4_RfR 0,4_RfR 1,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.1_Total Costs,A.1_Dike Investment Costs,A.1_Expected Annual Damage,A.1_Expected Number of Deaths,A.2_Total Costs,A.2_Dike Investment Costs,A.2_Expected Annual Damage,A.2_Expected Number of Deaths,A.3_Total Costs,A.3_Dike Investment Costs,A.3_Expected Annual Damage,A.3_Expected Number of Deaths,A.4_Total Costs,A.4_Dike Investment Costs,A.4_Expected Annual Damage,A.4_Expected Number of Deaths,A.5_Total Costs,A.5_Dike Investment Costs,A.5_Expected Annual Damage,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
1,1,0,0,0,1,1,1,1,1,3,1,3,4,3,3,3,2,2,2,1,76431543.68310125,76431543.68310125,0.0,0.0,108083458.32956028,108083458.32956028,0.0,0.0,50962397.12067895,50962397.12067895,0.0,0.0,19128853.13696088,15173808.632728375,3955044.5042325035,0.0002314119178756399,54355764.74753119,54355764.74753119,0.0,0.0,954500000.0,307.8990206865004
0,1,0,1,1,0,0,1,1,0,2,3,2,3,4,2,4,3,5,1,0,83497824.69174261,83497824.69174261,0.0,0.0,106860238.4866137,106860238.4866137,0.0,0.0,50406479.71948833,50406479.71948833,0.0,0.0,24299239.592385884,20696082.48629594,3603157.106089946,0.00028559813871169504,33110084.150903754,25037214.086173728,8072870.064730027,0.0011667269000968945,710400000.0,639.6941837534306
1,1,1,0,1,1,1,1,0,0,3,2,3,3,2,5,0,3,2,2,2,82486364.32617709,82486364.32617709,0.0,0.0,95202239.80249318,95202239.80249318,0.0,0.0,28798397.130608946,28798397.130608946,0.0,0.0,21098651.647465445,16563094.679399516,4535556.968065928,0.0002885847293059919,57073405.013273194,57073405.013273194,0.0,0.0,690800000.0,333.57382017325585
1,0,0,0,1,0,1,1,0,0,3,3,2,2,2,0,1,2,2,1,1,83497824.69174261,83497824.69174261,0.0,0.0,92150154.2505906,88613111.95505467,3537042.2955359262,0.0004247097797793982,20299287.62732069,20299287.62732069,0.0,0.0,33138897.42033772,15173808.632728375,17965088.787609346,0.0010443225275588552,50929971.20054293,50929971.20054293,0.0,0.0,357700000.0,1598.3945716455535
1,1,1,1,1,1,0,1,1,1,2,0,3,4,4,1,3,0,1,3,3,42291505.65437629,42291505.65437629,0.0,0.0,114392792.32657647,114392792.32657647,0.0,0.0,45324187.55237766,45324187.55237766,0.0,0.0,45527452.46808387,6320800.309666242,39206652.15841763,0.00265332228530713,63921995.57957761,63921995.57957761,0.0,0.0,1299600000.0,2536.5755396590916
1,0,1,1,1,1,0,0,0,0,3,2,5,0,4,5,2,5,5,2,2,94979303.71425684,94979303.71425684,0.0,0.0,66997359.175795786,53358573.6002109,13638785.57558489,0.0015991057543248669,55021520.85615872,55021520.85615872,0.0,0.0,24162426.948826768,24162426.948826768,0.0,0.0,57073405.013273194,57073405.013273194,0.0,0.0,581600000.0,778.4523373102418
0,1,0,0,0,0,0,1,0,0,1,3,3,4,1,2,1,5,0,3,5,89068254.21950817,89068254.21950817,0.0,0.0,97105266.60422453,97105266.60422453,0.0,0.0,43878096.290305056,43878096.290305056,0.0,0.0,13163651.85322712,11068771.68625446,2094880.1669726586,0.00043730988992874125,70917961.72350763,70917961.72350763,0.0,0.0,205800000.0,69.42768152558621
0,0,0,1,0,0,0,0,1,0,3,3,2,0,0,0,4,5,2,2,0,83497824.69174261,83497824.69174261,0.0,0.0,82593867.45491526,0.0,82593867.45491526,0.00962144655682192,26403379.542306438,26403379.542306438,0.0,0.0,19742157.81013341,19742157.81013341,0.0,0.0,27578229.96765524,27578229.96765524,0.0,0.0,473900000.0,4723.250574123611
1,1,0,0,1,0,1,1,1,1,1,1,4,2,2,1,3,2,3,1,0,82177854.37813279,82177854.37813279,0.0,0.0,92150154.2505906,88613111.95505467,3537042.2955359262,0.0012741293393381948,45324187.55237766,45324187.55237766,0.0,0.0,19429907.135488987,16373078.863592021,3056828.271896965,0.0005259873613155931,25037214.086173728,25037214.086173728,0.0,0.0,954500000.0,213.9713595620512
1,0,0,1,0,0,0,1,0,1,3,4,1,0,2,2,0,2,3,2,4,85246019.34861892,85246019.34861892,0.0,0.0,87386693.23189056,42818415.6714978,44568277.56039275,0.005187322341724672,22167818.198803753,22167818.198803753,0.0,0.0,29958886.23116705,16373078.863592021,13585807.367575029,0.0007518494619073056,63275368.490582086,63275368.490582086,0.0,0.0,679700000.0,3636.5914705804094
0,1,1,0,1,0,1,0,1,1,2,3,3,2,3,0,0,2,5,5,3,89068254.21950817,89068254.21950817,0.0,0.0,97541968.92574427,93986630.59767582,3555338.3280684426,0.0005362385789503079,882058.6632088122,0.0,882058.6632088122,0.000249488229900915,27503698.9169178,19170235.12681486,8333463.790102942,0.0005848091877148228,72580607.18485624,72580607.18485624,0.0,0.0,966500000.0,727.3732048252231
1,0,0,1,0,0,1,1,1,1,0,1,2,1,2,3,4,3,2,0,0,71223146.50296113,71223146.50296113,0.0,0.0,96852252.26151647,82526679.5239558,14325572.737560656,0.014227019577454102,53401633.19836887,53401633.19836887,0.0,0.0,16563094.679399516,16563094.679399516,0.0,0.0,6663697.429468995,0.0,6663697.429468995,0.00632838751031011,1057000000.0,0.0
0,0,1,1,1,0,0,1,1,1,2,0,1,3,3,1,3,2,2,2,0,32694901.094161935,32694901.094161935,0.0,0.0,100759376.17493644,100759376.17493644,0.0,0.0,45324187.55237766,45324187.55237766,0.0,0.0,24547082.846796535,15173808.632728375,9373274.214068158,0.0006748560286405949,27578229.96765524,27578229.96765524,0.0,0.0,1099700000.0,590.0709187399456
1,1,0,0,1,1,1,0,1,0,2,2,2,4,4,2,0,5,5,3,2,77099991.75787257,77099991.75787257,0.0,0.0,114392792.32657647,114392792.32657647,0.0,0.0,22167818.198803753,22167818.198803753,0.0,0.0,25152067.808124486,24162426.948826768,989640.8592977197,8.308074480473932e-05,60854576.45659251,60854576.45659251,0.0,0.0,607900000.0,56.13296955427549
0,1,0,0,0,1,0,1,0,1,1,3,4,5,4,1,1,4,4,3,2,95213987.28559849,95213987.28559849,0.0,0.0,122529913.13437451,122529913.13437451,0.0,0.0,41292219.28177295,41292219.28177295,0.0,0.0,24388204.284063056,20785047.17797311,3603157.106089946,0.000685435532908068,60854576.45659251,60854576.45659251,0.0,0.0,492600000.0,128.8141720754711
0,0,0,0,0,0,1,1,0,1,2,2,2,1,4,2,5,2,2,3,1,77099991.75787257,77099991.75787257,0.0,0.0,107282691.07812333,93427003.66768599,13855687.41043735,0.0020623231902105544,52967973.44432734,52967973.44432734,0.0,0.0,20895660.0668826,15173808.632728375,5721851.434154225,0.0004045983971763484,58044072.09764524,58044072.09764524,0.0,0.0,498500000.0,997.2223231108552
0,0,0,1,0,0,1,0,1,0,0,0,2,5,5,3,4,2,2,1,3,37255203.23710208,37255203.23710208,0.0,0.0,129688488.72986558,129688488.72986558,0.0,0.0,53401633.19836887,53401633.19836887,0.0,0.0,33466524.43490333,15173808.632728375,18292715.802174956,0.008933094107413046,56425877.743436806,56425877.743436806,0.0,0.0,595100000.0,0.0
1,1,0,1,1,0,0,1,0,0,1,1,2,2,2,1,2,5,0,4,0,71223146.50296113,71223146.50296113,0.0,0.0,92168450.2831231,88613111.95505467,3555338.3280684426,0.001286972589480739,43224599.14167526,43224599.14167526,0.0,0.0,12116211.76974079,11068771.68625446,1047440.0834863293,0.00021865494496437063,33377116.55719709,33377116.55719709,0.0,0.0,538900000.0,132.246644423687
0,0,0,0,0,0,0,0,1,0,0,5,5,2,1,3,2,4,0,2,4,117818559.7239252,117818559.7239252,0.0,0.0,101341594.5975141,83721931.52190953,17619663.075604565,0.017730570047700338,48716867.66610375,48716867.66610375,0.0,0.0,17235653.90581002,9695195.36216505,7540458.543644972,0.0041172837641920545,63275368.490582086,63275368.490582086,0.0,0.0,256100000.00000003,0.0
1,0,1,0,1,1,1,0,0,1,2,2,1,2,5,0,4,5,0,5,4,72222705.9376919,72222705.9376919,0.0,0.0,109867675.00147018,106358076.75473303,3509598.2467371495,0.0005228601933851573,26403379.542306438,26403379.542306438,0.0,0.0,12186978.630316839,11068771.68625446,1118206.9440623778,9.384422281158557e-05,76159688.97366215,76159688.97366215,0.0,0.0,741100000.0,223.88503566747917
1,0,0,0,1,1,1,1,1,0,0,2,5,4,0,0,0,1,0,2,4,94979303.71425684,94979303.71425684,0.0,0.0,53358573.6002109,53358573.6002109,0.0,0.0,0.0,0.0,0.0,0.0,32742362.091638293,6320800.309666242,26421561.78197205,0.012194913472244245,63275368.490582086,63275368.490582086,0.0,0.0,644500000.0,0.0
1,1,0,0,0,0,0,0,1,0,2,3,3,3,1,3,5,2,5,2,1,89068254.21950817,89068254.21950817,0.0,0.0,93763297.99078445,90143923.5488522,3619374.441932252,0.0005549683187415189,56050655.355505094,56050655.355505094,0.0,0.0,39980728.70409988,19170235.12681486,20810493.577285014,0.0015086778984944474,55619010.79618398,54355764.74753119,1263246.0486527923,0.0001846284684131874,425300000.0,1536.694895965359
0,0,0,0,1,0,1,0,1,0,2,4,0,4,4,0,3,3,2,2,0,47847947.961454235,47847947.961454235,0.0,0.0,114392792.32657647,114392792.32657647,0.0,0.0,25081581.2171344,24198032.45136138,883548.7657730214,0.0002502472365287733,21152635.10018941,16563094.679399516,4589540.420789893,0.00036822657006829046,27578229.96765524,27578229.96765524,0.0,0.0,408000000.0,302.72464765930636
0,1,1,1,0,1,0,1,1,0,1,3,5,0,0,1,3,4,4,3,4,101988088.03595176,101988088.03595176,0.0,0.0,55448863.31588335,0.0,55448863.31588335,0.01922157471208625,45324187.55237766,45324187.55237766,0.0,0.0,20785047.17797311,20785047.17797311,0.0,0.0,67268466.33257627,67268466.33257627,0.0,0.0,928200000.0,1542.9906321096
1,1,0,1,0,0,1,0,1,0,0,0,3,1,2,0,2,2,0,0,1,42291505.65437629,42291505.65437629,0.0,0.0,100055745.95541038,82526679.5239558,17529066.43145457,0.017553914358850013,22167818.198803753,22167818.198803753,0.0,0.0,36056068.334424466,7332080.219521779,28723988.11490269,0.013538071019944631,25037214.086173728,25037214.086173728,0.0,0.0,764300000.0,0.0
1,0,0,0,1,0,0,1,0,1,1,1,2,4,3,2,2,2,2,1,3,71223146.50296113,71223146.50296113,0.0,0.0,108083458.32956028,108083458.32956028,0.0,0.0,45876507.22344398,45876507.22344398,0.0,0.0,33466524.43490333,15173808.632728375,18292715.802174956,0.0032159138786686968,56425877.743436806,56425877.743436806,0.0,0.0,492600000.0,686.9686282119568
1,0,0,0,1,1,0,1,0,1,3,1,3,4,2,1,2,5,4,2,0,76431543.68310125,76431543.68310125,0.0,0.0,102336429.85235605,102336429.85235605,0.0,0.0,43224599.14167526,43224599.14167526,0.0,0.0,23527214.08684008,22537573.22754236,989640.8592977197,6.646459584379145e-05,27578229.96765524,27578229.96765524,0.0,0.0,523300000.0,69.73695982272345
0,0,1,0,1,0,1,1,0,0,2,5,3,0,1,4,3,1,3,1,1,104000676.5449382,104000676.5449382,0.0,0.0,65594993.71455134,38245121.951764055,27349871.762787282,0.00401891138491366,54082305.45306664,54082305.45306664,0.0,0.0,39895394.91367792,15063068.18035096,24832326.733326964,0.0016849635259886047,50929971.20054293,50929971.20054293,0.0,0.0,490900000.0,2863.0843616206066
1,1,0,1,1,1,0,0,0,0,2,1,2,4,5,0,2,5,3,4,3,71223146.50296113,71223146.50296113,0.0,0.0,121314835.77466118,121314835.77466118,0.0,0.0,22167818.198803753,22167818.198803753,0.0,0.0,25174266.918718264,21068617.1353041,4105649.783414164,0.000355369768454845,68094717.76275629,68094717.76275629,0.0,0.0,448400000.0,226.86995363327793
1,1,1,0,0,1,1,1,1,1,0,4,1,4,2,0,3,1,0,5,3,85246019.34861892,85246019.34861892,0.0,0.0,102336429.85235605,102336429.85235605,0.0,0.0,24198032.45136138,24198032.45136138,0.0,0.0,30261527.435241275,6320800.309666242,23940727.125575032,0.010749013233131672,72580607.18485624,72580607.18485624,0.0,0.0,1172300000.0,0.0
0,1,0,0,1,1,0,1,1,1,1,3,2,3,0,2,0,0,4,1,2,83497824.69174261,83497824.69174261,0.0,0.0,47842699.56310011,47842699.56310011,0.0,0.0,22167818.198803753,22167818.198803753,0.0,0.0,33288139.09286052,9695195.36216505,23592943.730695467,0.0038223734328805496,53557815.768892445,53557815.768892445,0.0,0.0,779400000.0,919.3891011105989
0,0,1,1,1,1,1,1,0,0,2,3,2,3,0,2,0,3,2,0,1,83497824.69174261,83497824.69174261,0.0,0.0,47842699.56310011,47842699.56310011,0.0,0.0,22167818.198803753,22167818.198803753,0.0,0.0,21098651.647465445,16563094.679399516,4535556.968065928,0.0003607309116324899,25037214.086173728,25037214.086173728,0.0,0.0,739400000.0,268.50165449551844
0,0,0,0,1,0,1,0,0,0,1,3,3,1,1,3,2,4,1,2,4,89068254.21950817,89068254.21950817,0.0,0.0,95099687.26579998,77797112.44472042,17302574.821079563,0.006160419049220704,48716867.66610375,48716867.66610375,0.0,0.0,20578260.75670219,16925244.491970196,3653016.264731992,0.0007020507231214764,63275368.490582086,63275368.490582086,0.0,0.0,151900000.0,606.6654042906731
1,0,1,1,1,0,0,1,1,0,2,3,2,1,3,3,3,4,0,1,4,83497824.69174261,83497824.69174261,0.0,0.0,101469883.98812938,87722647.49511826,13747236.49301112,0.002030602691558319,50962397.12067895,50962397.12067895,0.0,0.0,16722962.970566893,9695195.36216505,7027767.608401842,0.0005464048961896669,59554855.274964996,59554855.274964996,0.0,0.0,928200000.0,1053.173912431401
1,0,0,1,1,0,0,1,1,1,3,1,4,5,2,3,2,5,2,2,2,82177854.37813279,82177854.37813279,0.0,0.0,110061574.43848997,110061574.43848997,0.0,0.0,48716867.66610375,48716867.66610375,0.0,0.0,19742157.81013341,19742157.81013341,0.0,0.0,57073405.013273194,57073405.013273194,0.0,0.0,966500000.0,0.0
1,1,0,0,1,1,0,0,0,1,2,3,3,5,5,2,2,3,2,0,3,89068254.21950817,89068254.21950817,0.0,0.0,129688488.72986558,129688488.72986558,0.0,0.0,45876507.22344398,45876507.22344398,0.0,0.0,27647091.142735425,16563094.679399516,11083996.463335909,0.0008535389708187087,30351526.042379983,30351526.042379983,0.0,0.0,486700000.0,670.6265936615749
0,0,1,1,0,1,1,1,1,1,3,2,0,3,3,3,2,3,2,2,4,37255203.23710208,37255203.23710208,0.0,0.0,100759376.17493644,100759376.17493644,0.0,0.0,48716867.66610375,48716867.66610375,0.0,0.0,19655656.61754924,16563094.679399516,3092561.9381497237,0.00017907217081604556,63275368.490582086,63275368.490582086,0.0,0.0,1220900000.0,242.25480171495906
1,1,0,0,0,1,1,1,1,0,2,1,2,5,4,0,0,4,3,3,2,71223146.50296113,71223146.50296113,0.0,0.0,122529913.13437451,122529913.13437451,0.0,0.0,0.0,0.0,0.0,0.0,20284909.813879967,19364628.02360858,920281.7902713884,7.345016608824125e-05,60854576.45659251,60854576.45659251,0.0,0.0,698400000.0,54.336053374779205
0,1,0,0,0,1,1,0,1,1,3,3,2,4,2,1,2,5,4,5,3,83497824.69174261,83497824.69174261,0.0,0.0,102336429.85235605,102336429.85235605,0.0,0.0,43224599.14167526,43224599.14167526,0.0,0.0,22537573.22754236,22537573.22754236,0.0,0.0,72580607.18485624,72580607.18485624,0.0,0.0,748700000.0,0.0
1,1,1,1,0,0,0,1,1,0,1,2,4,2,1,2,4,2,2,1,0,88429031.37443781,88429031.37443781,0.0,0.0,90924088.340709,83721931.52190953,7202156.8187994715,0.0026381614296742016,50406479.71948833,50406479.71948833,0.0,0.0,33334011.195396412,15173808.632728375,18160202.562668037,0.003171754836675843,25037214.086173728,25037214.086173728,0.0,0.0,982100000.0,881.7452185049294
0,0,0,0,0,1,0,0,0,0,3,1,4,3,4,2,5,2,5,1,0,82177854.37813279,82177854.37813279,0.0,0.0,107328930.3779165,106860238.4866137,468691.8913027902,5.710454542225776e-05,52967973.44432734,52967973.44432734,0.0,0.0,49564108.95299119,19170235.12681486,30393873.82617633,0.001770922176783837,58614773.42523418,25037214.086173728,33577559.339060456,0.003895360224409249,30700000.0,4586.753962184119
1,1,1,1,0,0,0,0,0,0,3,2,4,2,1,5,4,5,0,2,4,88429031.37443781,88429031.37443781,0.0,0.0,101341594.5975141,83721931.52190953,17619663.075604565,0.0021276684057240404,60031921.43603267,60031921.43603267,0.0,0.0,19066041.75473963,11068771.68625446,7997270.068485171,0.0005448170551526103,63275368.490582086,63275368.490582086,0.0,0.0,604800000.0,1553.4971758970037
0,0,1,0,1,0,1,1,1,1,0,4,2,5,2,1,1,2,1,4,2,90462322.17815001,90462322.17815001,0.0,0.0,110061574.43848997,110061574.43848997,0.0,0.0,41292219.28177295,41292219.28177295,0.0,0.0,20277359.181214944,14092235.304915495,6185123.876299447,0.002984536180267426,64922482.303728715,64922482.303728715,0.0,0.0,1003100000.0,0.0
0,0,1,0,0,0,1,1,1,0,1,0,3,3,2,4,4,2,3,1,1,42291505.65437629,42291505.65437629,0.0,0.0,95672125.1296165,95202239.80249318,469885.3271233072,0.0001721513913781469,56604892.31464201,56604892.31464201,0.0,0.0,22345835.449998703,16373078.863592021,5972756.586406681,0.0010260212584353359,50929971.20054293,50929971.20054293,0.0,0.0,716300000.0,240.44397110395283
0,0,0,1,1,0,1,0,0,0,0,5,2,1,1,3,3,1,2,1,3,98043050.03325048,98043050.03325048,0.0,0.0,95099687.26579998,77797112.44472042,17302574.821079563,0.017112275136724177,50962397.12067895,50962397.12067895,0.0,0.0,50994081.64603186,13903423.98391871,37090657.662113145,0.01771339329788983,56425877.743436806,56425877.743436806,0.0,0.0,369700000.0,0.0
1,0,0,1,0,0,1,0,1,1,0,1,2,2,5,1,4,2,3,0,3,71223146.50296113,71223146.50296113,0.0,0.0,109959155.16413276,106358076.75473303,3601078.4093997357,0.0036641130967697247,47604893.24040605,47604893.24040605,0.0,0.0,24706542.653694965,16373078.863592021,8333463.790102942,0.003898727918098819,30351526.042379983,30351526.042379983,0.0,0.0,935800000.0,0.0
1,0,1,1,0,0,0,1,1,0,0,2,1,1,5,4,5,3,2,3,0,72222705.9376919,72222705.9376919,0.0,0.0,113613306.95543097,99685318.93337613,13927988.022054832,0.013889801262080287,59344433.82549998,59344433.82549998,0.0,0.0,19842251.68779837,16563094.679399516,3279157.0083988532,0.0016434229611548906,30351526.042379983,30351526.042379983,0.0,0.0,897500000.0,0.0
1,0,0,1,0,0,1,1,1,1,3,1,3,1,2,3,4,2,2,1,3,76431543.68310125,76431543.68310125,0.0,0.0,96852252.26151647,82526679.5239558,14325572.737560656,0.0017072423492944923,53401633.19836887,53401633.19836887,0.0,0.0,17928180.704710927,15173808.632728375,2754372.0719825514,0.0001560925083912555,56425877.743436806,56425877.743436806,0.0,0.0,1057000000.0,1031.0607598875642
1,1,1,0,1,1,0,1,1,1,2,2,0,1,5,2,5,3,2,5,3,37255203.23710208,37255203.23710208,0.0,0.0,103194917.18011329,99685318.93337613,3509598.2467371495,0.0005228601933851573,52967973.44432734,52967973.44432734,0.0,0.0,19829877.23421326,16563094.679399516,3266782.5548137426,0.0002388921831709369,72580607.18485624,72580607.18485624,0.0,0.0,1081800000.0,365.5801087344117
0,0,1,1,1,0,0,0,0,0,3,3,2,3,0,2,1,2,3,2,3,83497824.69174261,83497824.69174261,0.0,0.0,48780083.34570569,47842699.56310011,937383.7826055804,0.00011420909084451552,43878096.290305056,43878096.290305056,0.0,0.0,50872602.473182514,16373078.863592021,34499523.60959049,0.002055217991547713,60039471.119519606,60039471.119519606,0.0,0.0,466300000.0,2700.850277326746
1,0,0,0,1,0,0,1,1,1,4,5,5,3,5,2,2,5,1,5,1,117818559.7239252,117818559.7239252,0.0,0.0,113553565.23269883,113553565.23269883,0.0,0.0,45876507.22344398,45876507.22344398,0.0,0.0,18545877.781152677,18545877.781152677,0.0,0.0,66294113.011456475,66294113.011456475,0.0,0.0,748700000.0,0.0
0,0,1,1,0,1,1,1,1,0,3,2,2,4,5,5,0,0,0,2,1,77099991.75787257,77099991.75787257,0.0,0.0,121314835.77466118,121314835.77466118,0.0,0.0,28798397.130608946,28798397.130608946,0.0,0.0,44355197.23441468,0.0,44355197.23441468,0.0023588800904051467,54355764.74753119,54355764.74753119,0.0,0.0,964800000.0,3589.1397589591106
1,0,1,1,1,1,0,1,1,1,4,4,2,0,5,5,2,5,0,2,2,90462322.17815001,90462322.17815001,0.0,0.0,72976587.8947067,59410102.93073928,13566484.96396741,0.0015821881550436754,55021520.85615872,55021520.85615872,0.0,0.0,11068771.68625446,11068771.68625446,0.0,0.0,57073405.013273194,57073405.013273194,0.0,0.0,1215000000.0,904.8113360867574
1,1,0,1,0,0,1,0,1,0,2,2,2,2,0,3,2,2,3,1,1,77099991.75787257,77099991.75787257,0.0,0.0,50020572.49029727,42818415.6714978,7202156.8187994715,0.0010992339290309175,48716867.66610375,48716867.66610375,0.0,0.0,30954668.770820927,16373078.863592021,14581589.907228906,0.0010393743990154808,50929971.20054293,50929971.20054293,0.0,0.0,764300000.0,1250.619066523567
1,0,1,1,1,1,0,0,1,1,3,3,3,1,2,3,4,5,1,2,1,89068254.21950817,89068254.21950817,0.0,0.0,96165465.0995407,82526679.5239558,13638785.57558489,0.0015991057543248669,53401633.19836887,53401633.19836887,0.0,0.0,18545877.781152677,18545877.781152677,0.0,0.0,55619010.79618398,54355764.74753119,1263246.0486527923,0.0001477027747305499,1093800000.0,860.4513591419607
1,0,0,0,1,1,0,1,0,1,2,2,2,4,2,5,1,2,2,2,5,77099991.75787257,77099991.75787257,0.0,0.0,102336429.85235605,102336429.85235605,0.0,0.0,52811167.63503672,52811167.63503672,0.0,0.0,33466524.43490333,15173808.632728375,18292715.802174956,0.0013399641161119572,66804278.02330021,66804278.02330021,0.0,0.0,523300000.0,1140.475261680006
1,1,1,1,1,0,0,1,1,1,3,1,2,2,4,2,3,5,0,1,3,71223146.50296113,71223146.50296113,0.0,0.0,103441247.82961056,99885909.50154212,3555338.3280684426,0.0004289908631602463,48047840.36663434,48047840.36663434,0.0,0.0,11068771.68625446,11068771.68625446,0.0,0.0,56425877.743436806,56425877.743436806,0.0,0.0,1268900000.0,201.16140755059368
1,1,0,1,1,1,0,0,0,1,0,1,2,5,2,1,1,1,2,1,3,71223146.50296113,71223146.50296113,0.0,0.0,110061574.43848997,110061574.43848997,0.0,0.0,41292219.28177295,41292219.28177295,0.0,0.0,51908060.8766862,13903423.98391871,38004636.89276749,0.018364873597819728,56425877.743436806,56425877.743436806,0.0,0.0,704500000.0,0.0
1,1,0,1,0,1,0,0,1,0,2,1,2,3,1,0,2,2,2,4,5,71223146.50296113,71223146.50296113,0.0,0.0,90612615.440155,90143923.5488522,468691.8913027902,7.138068177782221e-05,28964160.41733215,22167818.198803753,6796342.218528397,0.0019302843825689136,39872484.674921736,15173808.632728375,24698676.042193364,0.001833852104082944,75329742.05586098,75329742.05586098,0.0,0.0,673800000.0,1800.9746600457654
1,1,0,0,1,1,1,0,1,0,3,4,1,4,3,0,3,3,2,2,3,85246019.34861892,85246019.34861892,0.0,0.0,108083458.32956028,108083458.32956028,0.0,0.0,24198032.45136138,24198032.45136138,0.0,0.0,21155892.64478718,16563094.679399516,4592797.965387666,0.0002949431068131475,60039471.119519606,60039471.119519606,0.0,0.0,607900000.0,335.4161897283826
0,0,1,0,0,0,1,1,1,1,1,4,0,4,5,0,3,1,0,5,0,47847947.961454235,47847947.961454235,0.0,0.0,121314835.77466118,121314835.77466118,0.0,0.0,31017218.76801627,24198032.45136138,6819186.316654893,0.004660608899559933,30225793.768988516,6320800.309666242,23904993.459322274,0.003858415612794858,36676675.840294495,36676675.840294495,0.0,0.0,972400000.0,1086.5460300093032
1,0,1,1,1,0,0,1,1,0,2,2,4,2,0,2,4,3,1,1,0,88429031.37443781,88429031.37443781,0.0,0.0,49929092.327634685,42818415.6714978,7110676.656136885,0.0010724771579006158,50406479.71948833,50406479.71948833,0.0,0.0,22434939.700004287,15444563.06553661,6990376.634467676,0.0005412131206538274,25037214.086173728,25037214.086173728,0.0,0.0,928200000.0,745.94830222611
